pt,title,lokasi,gaji,level,pendidikan,tipe_pekerjaan,description,link,post_date
"PT SUN LOGISTICS","EXIM Staff","Jakarta Utara","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Established in 2011, PT. Sun Logistics came as a solution for the high logistics demands in Indonesia. PT. Sun Logistics has grown into a responsive and competent logistics company according to founder of PT. Sun Logistics who wants to provide fast, friendly, and continuously innovating services.
Currently, PT. Sun Logistics has increased our business network by having a large number of Experts, Warehouses and Vehicles ready to serve export-import cargo shipments, domestic shipments, and other logistics needs.

Tanggung Jawab Pekerjaan :

1. Menyiapkan seluruh dokumen yang berkaitan dengan kegiatan ekspor-impor
2. Memantau dan memastikan seluruh kegiatan ekspor-impor berjalan dengan baik
3. Bertanggung jawab atas pengurusan perizinan yang berhubungan dengan dokumen-dokumen ekspor-impor
4. Berkomunikasi dengan tim Operasional terkait kepengurusan ekspor-impor

Keahlian :

1. Memiliki pengetahuan terkait dokumen ekspor impor
2. Mampu mengoperasikan Ms Office
3. Memiliki kemampuan berbahasa Inggris merupakan nilai plus
4. Mampu mengoperasikan Microsoft Office (Word, Excel, Outlook, Power Point)

Kualifikasi :

1. Lulusan minimal SMA/sederajat
2. Memiliki pengalaman sebagai Staff Admin Ekspor-Impor minimal 1 tahun
3. Usia maksimal 35 tahun
4. Berdomisili di Jakarta Utara dan sekitarnya (Kelapa Gading)
5. Telah melakukan vaksinasi ketiga/booster COVID-19

Waktu Bekerja :
Senin-Jumat (09.00-17.00) Sabtu (09.00-13.00)",https://www.loker.id/transportation-logistics/ekspor-impor/exim-staff-pt-sun-logistics-jakarta-utara.html,"Posted Date: Desember 19, 2023"
caoso.id,"Staff Accounting","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","caoso.id, perusahaan kami bergerak di bidang produk interior dan berjualan secara online saat ini membuka lowongan kerja untuk mengisi posisi sebagai staff accounting

Tanggung Jawab Pekerjaan :

Membuat pembukuan keuangan kantor
Melakukan posting jurnal operasional
Membuat laporan keuangan
Mendata penjualan online dan offline

Keahlian :

Menguasai excel
Memahami dasar-dasar akuntansi, pembuatan laporan keuangan dan rekonsiliasi bank.

Kualifikasi :

wanita
usia 20-28tahun
Pengalaman staff accounting minimal pengalaman 1 tahun

Waktu Bekerja :
jam 9-17:00",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/staff-accounting-caoso-id-jakarta-barat.html,"Updated:  Januari 22, 2024"
"PT. Zen Mitra Niaga","Staff Admin","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Zen Mitra Niaga merupakan perusahaan yang bergerak di bidang online store retail & grosir produk Alat – alat packing. Kami memiliki toko online shop di market place dan sekarang sedang membutuhkan Admin untuk membantu inputan data entry mengupdate data dari sistem maupun manual.

Tanggung Jawab Pekerjaan :

– Data entry penjualan / pembelian
– Mengeprint barcode
– Update purchasing

Keahlian :

– Dapat mengoperasikan komputer
– Memahami accounting & accurate
– Menguasai Microsoft office (excel & Word)

Kualifikasi :

– Wanita, Umur 20-30 Tahun
– Pendidikan min SMA/SMK Sedrajat. fresh graduate silahkan melamar
– Mampu Bekerja sama dengan Tim & Individual
– Domisili di Jakarta Barat ( Kapuk Kamal, Kamal Muara, Cengkareng)

Waktu Bekerja :
Senin – Jumat 08.30 – 17.00 , Sabtu 08.30 – 14.30
Tunjangan :

– Uang Makan
– Uang Transportasi

Insentif :

– Uang Lembur",https://www.loker.id/administrasi/staf-admin/staff-admin-pt-zen-mitra-niaga-jakarta-barat-2.html,"Posted Date: Desember 12, 2023"
"Jakarta Surprise Planner","Content Creator Design","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Jakarta Surprise Planner adalah jasa perencana acara dan dekorasi. membutuhkan STAFF CONTENT CREATOR DESIGN

Tanggung Jawab Pekerjaan :

– Menjalankan iklan
– Membuat konten kreatif berupa tulisan, gambar, dan video
– Membuat rencana dan riset pemasaran
– Mengeksekusi rencana dan riset pemasaran tersebut hingga mencapai target yang diberikan kantor
– Menjadi host dalam acara/live di social media
– Bertemu dengan rekan ataupun influencer untuk menjalin kerjasama

Keahlian :

Menguasai facebook ads, Instagram ads, YouTube Ads, Tiktok Ads
Menguasai teknik copywriting dan digital marketing
Menguasai desain
Mampu membuat konten kreatif berupa tulisan, gambar, dan video
Mempu membuat rencana dan riset pemasaran, mengembangkan strategi dan sasaran pemasaran
Menguasi teknik berbicara di depan kamera dengan menarik

Kualifikasi :

Pria/Wanita
Fresh graduate silahkan melamar
Dapat bekerja weekdays dan weekend
Mampu bekerja dengan target

Waktu Bekerja :
Senin, rabu, kamis, jumat, sabtu, minggu (libur di hari selasa)",https://www.loker.id/pemasaran/pemasaran-digital/content-creator-design-jakarta-surprise-planner-jakarta-selatan.html,"Posted Date: Desember 8, 2023"
"Jakarta Surprise Planner","Staff Sales Marketing","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Jakarta surprise planner adalah jasa perencana acara dan dekorasi yang berlokasi di Bintaro, sedang membutuhkan Staff Sales and Marketing
Kebutuhan kami urgent untuk posisi sales marketing

Tanggung Jawab Pekerjaan :

Melayani customer online maupun offline
Menangani new customer dan existing customer
Melakukan follow up customer
Merekap data customer dan membuat database customer
Bernegosiasi dengang customer
Melakukan kegiatan penjualan

Keahlian :

Berjualan, Negosiasi, Riset customer.

Kualifikasi :

Pria/Wanita. Usia bebas.
Minimal pengalaman sebagai sales marketing 1 Tahun",https://www.loker.id/penjualan/akun-dan-relasi/staff-sales-marketing-jakarta-surprise-planner-jakarta-selatan.html,"Posted Date: Desember 8, 2023"
"Jakarta Surprise Planner","Staff Dekorasi","Jakarta Selatan","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Jakarta Surprise Planner adalah jasa perencana acara dan dekorasi mulai dari ide, persiapan, hingga eksekusi event.

Tanggung Jawab Pekerjaan :

Menyiapkan event mulai dari ide, persiapan, hingga eksekusi acara
Mendesain semua kebutuhan event
Mendesain semua kebutuhan promosi

Keahlian :

Menguasai photoshop atau aplikasi desain lainnya
Bisa dekorasi bunga, balon, dan lainnya

Kualifikasi :

Pria/wanita
Usia bebas
Minimal pernah desain atau dekorasi",https://www.loker.id/pemasaran/komunikasi-pemasaran/staff-dekorasi-jakarta-surprise-planner-jakarta-selatan.html,"Posted Date: Desember 8, 2023"
"PT. GEBANG SURYA HARAPAN","Staff Administrasi","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Gebang Surya Harapan bergerak di bidang alat kesehatan.
Dengan berkembang pesatnya dunia bisnis, kami mengundang individu – individu yang berkualitas untuk dapat bergabung dan maju bersama perusahaan kami untuk mengisi posisi sebagai Staff Administrasi

Tanggung Jawab Pekerjaan :

– Bertanggung Jawab membuat laporan administrasi
– Bertanggung jawab untuk menginput seluruh dokumen ke komputer
– Membuat seluruh laporan secara teratur
– Mengelola faktur
– Mendata keluar masuk barang produksi

Keahlian :

– Menguasai MS Office
– Paham pembuatan invoice, faktur pajak
– Memiliki kerapihan dalam mengelola data

Kualifikasi :

– Pendidikan SMA/SMK Akuntansi lebih di utamakan.
– Laki-laki. Minimal memiliki 2 tahun pengalaman di bidang pemberkasan (dokumen kontrak, kwitansi, surat jalan dll).
– Bersedia untuk bekerja lembur.
– Memiliki pengalaman dibidang e-purchasing lebih disukai
– Penempatan di Jakarta Barat.

Waktu Bekerja :
Senin-Jumat pukul 08.00-17.00 WIB
Tunjangan :

– Uang makan
– Uang transport",https://www.loker.id/administrasi/staf-admin/staff-administrasi-pt-gebang-surya-harapan-jakarta-barat-2.html,"Updated:  Januari 8, 2024"
"PT Tumbuh Sehat Makmur","Front Office","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Tumbuh Sehat Makmur merupakan perusahaan yang saat ini sedang membutuhkan Staff Front Office yang mampu melayani customer dengan baik dan ramah. 

Tanggung Jawab Pekerjaan :

– Menyambut tamu yang datang dengan ramah
– Mendengarkan keluhan tamu

Keahlian :

– Menguasai komputer dengan baik
– Mampu berkomunikasi dengan baik
– Memahami bahasa indonesia dan inggris dengan baik secara lisan maupun tertulis

Kualifikasi :

–    Wanita(Maaf tidak berhijab saat bekerja)
–    Berusia antara 18 sampai 30 Tahun
–    Pendidikan minimal SMA/SMK Sederajat
 –   Sanggup bekerja dalam sistem shift
 –   Maaf tidak diperkenankan memakai hijab saat bekerja
–    Pengalaman min 1 tahun di bidangnya",https://www.loker.id/customer-care/resepsionis/front-office-pt-tumbuh-sehat-makmur-jakarta-utara.html,"Posted Date: Desember 7, 2023"
Ruangprint,"Admin Staff","Jakarta Barat","Rp.3 – 4 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Ruangprint adalah sebuah usaha yang bergerak di Digital Printing, saat ini Ruangprint sedang membutuh kan karyawan untuk posisi sebagai Admin.

Tanggung Jawab Pekerjaan :

* Melakukan input pembayaran pelanggan
* Membuat laporan penjualan
* Membuat laporan keluar masuk barang
* Mencetak Invoice dan surat jalan
* Mengatur pengiriman kurir
* Melayani kebutuhan pelanggan
* Melakukan opname stock

Keahlian :

– Menguasai Ms. Office (Excel & Word)
– Menguasai software desain ( diutamakan )

Kualifikasi :

– Wanita
– Usia min 18 – 25 Tahun
– Mampu bekerja sama dengan tim
– Pengalaman (diutamakan)/non pengalaman

Waktu Bekerja :
Jam 08:30 – 17:30, Senin – Jumat | Jam 08:30 – 15:00, Sabtu
Tunjangan :

– Uang makan

Insentif :

– Insentif kerajinan
– Uang lembur",https://www.loker.id/administrasi/staf-admin/admin-staff-ruangprint-jakarta-barat.html,"Updated:  Januari 22, 2024"
"PT Tumbuh Sehat Makmur","Engineering Sipil","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT Tumbuh Sehat Makmur merupakan salah satu perusahaan yang bergerak dibidang hospitality/ katering. Saat ini perusahaan sedang membutuhkan Staff Engineering Sipil yang dapat membaca gambar teknik dengan baik.

Tanggung Jawab Pekerjaan :

– Merencanakan proyek
– Memimpin proyek

Keahlian :

– Mempunyai kemampuan untuk merencanakan dan memimpin proyek
– Mengerti proses pembangunan rumah/ruko/jalan

Kualifikasi :

– Laki-laki
– Usia Max 27 tahun
– Pendidikan min. SMA/SMK Sederajat
– Domisili Jabodetabek
– Komunikatif dan dapat bekerja dalam tim
– Di utamakan pengalaman dibidangnya",https://www.loker.id/teknik/sipil/engineering-sipil-pt-tumbuh-sehat-makmur-jakarta-utara.html,"Posted Date: Desember 6, 2023"
"Sukses Jaya Logistik",Mekanik,"Jakarta Utara","Rp.6 – 7 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Kami membuka lowongan pekerjaan sebagai Staff mekanik. Silahkan ajukan lamaran melalui website ini jika kamu merupakan kandidat potensial yang sesuai dengan kualifikasi dan persyaratan berikut:

Tanggung Jawab Pekerjaan :

Menangani perbaikan mobil jenis Coldiesel, Engkel Fuso & Tronton

Keahlian :

Terbiasa menangani perbaikan mobil jenis Coldiesel, Engkel Fuso & Tronton
Mampu melakukan perbaikan/trouble shooting dengan baik
Lebih disukai memiliki kemampuan Las
Memiliki komunikasi yang baik

Kualifikasi :

1.	Laki-laki. Usia maksimal 35 tahun
2.	Pendidikan S1 Teknik Mesin (SMK Otomotif dengan pengetahuan yang baik dipertimbangkan)
3.	Pengalaman 3 tahun (di bidang yang sama)
4.	Terbiasa menangani perbaikan mobil jenis Coldiesel, Engkel Puso & Tronton
5.	Dapat Segera Bergabung

Waktu Bekerja :
Senin – Sabtu",https://www.loker.id/automotive/mekanik/mekanik-sukses-jaya-logistik-jakarta-utara.html,"Posted Date: Desember 5, 2023"
"Sukses Jaya Logistik","Dispatcher Operasional Dump Truck","Jakarta Timur","Rp.6 – 7 Juta","Supervisor / Coordinator",Diploma/D1/D2/D3,"Sarjana / S1","Penempatan: CAKUNG – JAKARTA TIMUR
Berpengalaman dibidang expedisi/logistic/ trucking minimal 1 tahun

Tanggung Jawab Pekerjaan :

Menghadapi driver, dan menyelesaikan masalah yang terjadi lapangan
Melakukan monitoring truk, monitoring GPS, dan driver
Membuat laporan untuk customer maupun management

Keahlian :

Requied candidates who have quick thinking and able to work under pressure and fast paced environment
Mahir dan menguasai peta JAWA dan kota- kota hub penting di area jawa

Kualifikasi :

Laki-laki
Candidate must possess at least a SMU, Diploma, Bachelor’s Degree, Logistic/Transportation or equivalent.
At least 1 year(s) of working experience in the related field is required for this position, LULUSAN BARU DAPAT DIPERTIMBANGKAN
Applicants must be willing to work in cakung
Preferably Staff (non-management & non-supervisor)s specializing in Logistics/Supply Chain or equivalent.

Waktu Bekerja :
Senin – Sabtu
Tunjangan :

Uang Makan
Uang Transport
Bonus Ritase

Insentif :

Bonus kinerja",https://www.loker.id/transportation-logistics/manajemen-logistik/dispatcher-operasional-dump-truck-sukses-jaya-logistik-jakarta-timur.html,"Updated:  Januari 8, 2024"
"PT INDO GUNA SEJAHTERA","Admin Staff","Jakarta Pusat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","PT. Indo Guna Sejahtera merupakan perusahaan yang bergerak di bidang penyedia solusi teknologi informasi. Saat ini sedang membutuhkan Admin yang bertugas membantu eksekutif dalam hal mengorganisir dan memantau tugas administratif.

Tanggung Jawab Pekerjaan :

• Melayani & Follow Up Costumer dengan ramah dan sopan melalui marketpalce dan sosial media atau WA
• Menulis deskripsi produk yang kreatif, menarik dan menjual serta melakukan upload produk di website dan platform
• Rekap data penjualan dan pesanan customer
• Mencatat & cek berkala kondisi stok barang
• Mencetak invoice
• Membuat laporan harian
• Melakukan kegiatan administrasi terkait lainnya

Keahlian :

• Terbiasa menggunakan internet (browsing, marketplace, sosial media, dan lainnya)
• Mengerti sistem iklan dan dekorasi toko untuk setiap market place
• Paham berbagai fitur di marketplace
• Menguasai basic office seperti microsoft word dan microsoft excel
• Mampu bekerja secara individu maupun team
• Memiliki skill yang lebih akan menjadi nilai tambah (terutama live sales

Kualifikasi :

• Perempuan
• Pendidikan minimal SMA/SMK
• Usia maksimal 30 Tahun
• Memiliki pengalaman minimal 1 tahun sebagai Admin Marketplace

Waktu Bekerja :
jam 08:00 sampai jam 17:00
Insentif :

– Uang lembur",https://www.loker.id/administrasi/staf-admin/admin-staff-pt-indo-guna-sejahtera-jakarta-pusat.html,"Posted Date: November 30, 2023"
"Sukses Jaya Logistik","Sales Marketing","Jakarta Utara","Rp.6 – 7 Juta","Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT. Sukses Jaya Logistik adalah perusahaan logistik pengangkutan pengiriman yang mendistribusikan barang. Saat ini sedang membutuhkan staff dibagian Sales Marketing yang sangat Handal, Profesional & Berpengalaman dalam memasarkan Produk-Produk ke Perusahaan Plastik minimal 2 tahun.

Tanggung Jawab Pekerjaan :

Memasarkandan menjual ke Distributor / Agent, yaitu Produk :Biji Plastik dan lain-lain
Mencari/Kunjungan/Maintain Customer Lama & Baru
Reporting Kunjungan
Mencapai Target Penjualan

Keahlian :

Kemampuan komunikasi yang baik
Selling skills
Menguasai Lapangan

Kualifikasi :

Berpengalaman dalam memasarkan Produk-Produk ke Perusahaan Plastik, minimal 2 tahun.
Diutamakan Pengalaman : Sales Plastik
Usia maksimal 45 tahun
Pendidikan minimal SMA
Memiliki Kendaraan Bermotor
Bersedia Melakukan Perjalanan Kunjungan Customer Setiap Hari ( Weekday)

Waktu Bekerja :
Senin – Sabtu
Insentif :

Mendapatkan Komisi/Bonus/Insentif Penjualan dan Peningkatan Gaji
Mendapatkan Uang Operasional/Makan Per hari & Sewa Motor",https://www.loker.id/penjualan/sales-marketing-sukses-jaya-logistik-jakarta-utara.html,"Posted Date: November 28, 2023"
"PT MENTENG INDAH SANTOSA","Staff Administrasi Gudang","Jakarta Selatan",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"Sarjana / S1","Perusahaan bergerak dalam Bidang distribusi alat kesehatan ,berlokasi di jakarta selatan membutuhkan staff admin gudang,   yang mahir dengan Microsoft Office terutama Excel .

Tanggung Jawab Pekerjaan :

mengontrol stock update gudang barang,
memperhatikan Vivo barang

Keahlian :

Menguasai Microsoft Ofiice excel
Mengusai program warehouse
bahasa inggris

Kualifikasi :

Pria /  wanita  usia max 36 tahun
diutamakan berpengalaman di bidang yang sama

Waktu Bekerja :
jam 8 sampai jam 17.00
Tunjangan :

uang makan , transport , bpjs, 

Insentif :

uang lembur , bonus",https://www.loker.id/transportation-logistics/warehouse/staff-administrasi-gudang-pt-menteng-indah-santosa-jakarta-selatan-2.html,"Posted Date: November 27, 2023"
"Rufere Design","Admin Finance","Jakarta Barat",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","Saat ini kami dari PT.Rufere Terang Harmoni sedang membutuhkan kandidat Finance Accounting Admin.

Tanggung Jawab Pekerjaan :

– Melakukan tugas utama bagian staff administrasi finance atau admin keuangan
– Membuat pembukuan dan laporan keuangan
– Membuat arsip dan data entry
– Melakukan transaksi keuangan perusahaan dan melakukan pencatatan transaksi secara akurat

Keahlian :

Memahami dasar – dasar Administratif Keuangan.
Terbiasa menggunakan Ms. Excel, Ms. Office.

Kualifikasi :

Usia 23-30 tahun
Pendidikan Semua jurusan
Wanita usia max. 32th.
Pengalaman di bidang nya minimal 2th.

Waktu Bekerja :
8 – 17 , Senin – sabtu",https://www.loker.id/akuntansi-keuangan/akuntansi-finansial/admin-finance-rufere-design-jakarta-barat.html,"Posted Date: November 15, 2023"
"PT Tumbuh Sehat Makmur","Parking Staff","Jakarta Utara",Negosiasi,"Junior / Entry Level","SMA / SMK / STM",Kontrak,"PT Tumbuh Sehat Makmur merupakan perusahaan yang saat ini sedang membuka lowongan kerja dengan posisi sebagai PARKING STAFF bertanggung jawab terhadap wilayah parking area.

Tanggung Jawab Pekerjaan :

– Memastikan semua kendaraan yang masuk dan parkir menerima tiket.
-. Memastikan semua kendaraan yang keluar melakukan proses transaksi di pos keluar dengan benar sesuai prosedur yang telah ditetapkan.
– Meminimalisir celah atau mencegah terjadinya kendaraan kabur dari pos keluar.
– Menjaga semua asset yang ada di pos.

Keahlian :

Mengatur dan mengarahkan kendaraan parkir
Mengatur jalur atau lalu lintas area parkir
Mengawasi dan menertibkan area parkir

Kualifikasi :

PRIA
Minimal 1 tahun Berpengalaman (Freshgraduate Dipersilahkan)
Bukan anggota Ormas",https://www.loker.id/pekerjaan-umum/pembantu/parking-staff-pt-tumbuh-sehat-makmur-jakarta-utara.html,"Posted Date: November 10, 2023"
"PT Tumbuh Sehat Makmur","Staff Dokumen Control","Jakarta Utara",Negosiasi,"Junior / Entry Level",Diploma/D1/D2/D3,"SMA / SMK / STM","PT Tumbuh Sehat Makmur merupakan perusahaan yang saat ini sedang membuka lowongan kerja dengan posisi sebgai Staf Dokumen Control bertanggung jawab terhadap seluruh dokumen Perusahaan

Tanggung Jawab Pekerjaan :

-Membantu management representative dalam menjalankan  prosedur pengendalian dokumen dan rekaman mutu
-Memasukkan data dokumen  ke dalam daftar dokumen dan memastikan bahwa informasi yang diberikan akurat dan up to date.
-Memastikan seluruh dokumen disimpan dan dijaga dari kerusakan serta mudah untuk ditelusuri
-Menarik atau memusnahkan dokumen yang sudah kadaluarsa.

Keahlian :

-Pengetahuan dalam penggunaan spreadsheet (excel), database, dan word.
-Kemampuan untuk menyimpan catatan dan laporan (filing) dengan jelas dan akurat.
-Kemampuan untuk menginput data-data dengan cepat
-Keterampilan komunikasi yang baik

Kualifikasi :

Perempuan
Usia Max. 28 thn
Minimal 1 tahun Berpengalaman dibidang Administrasi Perkantoran (Freshgraduate Dipersilahkan)
Maaf No Hijab disaat jam kerja",https://www.loker.id/administrasi/staf-admin/staff-dokumen-control-pt-tumbuh-sehat-makmur-jakarta-utara.html,"Posted Date: November 8, 2023"
